User_ID,Age,Gender,Occupation,Country_Region,Stress_Level_Before,Stress_Level_After,Mood_Score,Sleep_Hours,Meditation_Minutes_Per_Day,Yoga_Minutes_Per_Day,Affirmations_Per_Day,Reels_Viewed_Per_Day,Podcast_Listening_Minutes,Audiobook_Listening_Minutes,App_Usage_Minutes_Per_Day,Streak_Days,Challenge_Participation,Subscription_Type,Productivity_Score,Mindfulness_Score,User_Satisfaction
USR0951,29,Male,Working Professional,India,7.6,6.0,6.7,4.7,14.7,13.6,6,8,39.6,10.5,79.2,75,Yes,Premium,3.9,71.4,5.6
USR0952,35,Female,Freelancer,Canada,4.9,1.4,10.0,8.1,90.0,14.8,2,6,7.9,6.1,131.3,33,No,Free,7.7,95.1,6.7
USR0953,19,Male,Working Professional,USA,4.2,4.7,9.2,8.5,5.5,3.1,2,9,4.0,7.0,34.5,30,No,Free,5.8,55.6,4.9
USR0954,46,Female,Student,Germany,8.0,6.8,7.2,8.9,42.4,20.8,4,16,34.3,11.6,114.4,90,No,Premium,5.5,98.5,6.9
USR0955,31,Non-Binary,Working Professional,India,6.4,6.0,7.9,6.9,16.9,2.2,3,7,21.4,0.0,42.6,14,No,Free,4.7,44.9,3.1
USR0956,43,Male,Working Professional,India,7.3,6.7,6.7,6.7,16.3,8.7,4,7,28.2,22.8,63.7,36,Yes,Premium,3.5,74.3,5.5
USR0957,35,Female,Working Professional,UK,6.8,6.4,6.7,6.8,11.8,1.5,3,9,4.8,5.4,33.9,49,Yes,Free,4.2,74.0,6.2
USR0958,36,Female,Student,Singapore,6.4,4.8,5.9,9.1,27.5,31.9,3,9,0.6,0.3,91.0,31,Yes,Free,6.5,54.9,3.6
USR0959,37,Non-Binary,Working Professional,USA,7.9,6.1,9.1,5.7,32.2,9.6,3,6,6.2,29.5,77.7,49,No,Free,4.6,79.6,6.0
USR0960,36,Female,Working Professional,USA,5.7,5.2,8.6,7.6,12.6,27.1,5,9,27.2,23.2,98.6,44,Yes,Premium,5.5,59.1,5.8
USR0961,38,Female,Working Professional,UK,7.2,7.6,7.3,8.3,6.2,4.9,4,8,31.0,2.8,51.8,32,Yes,Free,4.1,61.5,4.4
USR0962,45,Male,Working Professional,UAE,7.6,6.6,7.8,6.1,6.1,10.8,6,7,38.4,30.1,64.0,7,No,Free,2.8,49.5,3.9
USR0963,33,Male,Student,Germany,9.0,9.3,5.4,7.7,0.6,8.2,2,13,10.7,4.4,44.9,13,No,Free,2.8,42.9,2.6
USR0964,39,Male,Entrepreneur,Singapore,7.1,5.6,7.4,9.9,13.7,35.0,3,8,31.8,3.9,91.7,39,Yes,Free,5.2,60.6,4.0
USR0965,31,Non-Binary,Retired,India,4.2,2.3,9.9,7.3,28.9,16.5,5,4,100.3,33.8,130.0,23,Yes,Free,6.0,60.9,5.9
USR0966,46,Female,Freelancer,India,7.0,5.6,9.0,7.1,17.2,23.7,3,16,40.2,13.0,99.3,34,Yes,Premium,5.5,72.4,5.9
USR0967,25,Female,Student,UK,5.7,4.1,9.2,7.4,30.2,8.6,6,11,41.1,41.7,111.1,87,Yes,Premium,5.1,81.6,7.4
USR0968,50,Female,Homemaker,Germany,5.0,4.5,9.9,7.9,14.8,9.6,3,9,48.1,24.4,78.9,24,No,Free,5.1,63.6,5.5
USR0969,31,Male,Homemaker,India,5.3,4.4,7.9,8.5,7.1,7.6,6,7,8.3,5.6,43.0,9,No,Free,5.1,53.4,3.6
USR0970,18,Male,Homemaker,India,5.7,4.7,7.2,7.8,12.3,39.5,5,10,15.2,10.5,93.6,37,Yes,Premium,5.9,67.9,4.7
USR0971,33,Male,Student,Australia,8.9,7.8,5.8,7.0,18.5,3.6,1,5,86.8,1.3,81.8,23,No,Free,4.0,59.2,3.6
USR0972,25,Male,Freelancer,India,7.0,5.8,8.0,4.9,28.9,3.8,4,3,13.5,1.7,57.3,95,Yes,Free,3.7,64.4,5.9
USR0973,40,Male,Homemaker,USA,4.3,2.9,10.0,4.8,17.4,6.4,3,8,30.8,33.2,77.1,33,Yes,Free,4.0,54.9,4.8
USR0974,25,Female,Working Professional,USA,9.3,7.9,6.3,8.3,10.3,11.3,4,12,48.5,17.8,83.7,38,Yes,Premium,4.7,68.9,4.9
USR0975,27,Male,Freelancer,UK,7.6,6.9,6.3,6.2,13.7,9.7,6,11,25.1,10.5,69.8,33,No,Premium,4.4,67.3,4.0
USR0976,18,Male,Working Professional,Canada,7.6,6.3,7.9,8.7,11.1,31.4,8,14,30.6,22.2,98.4,74,Yes,Premium,5.8,87.3,6.7
USR0977,27,Male,Working Professional,USA,3.5,2.5,10.0,7.6,12.7,9.8,3,12,15.5,3.5,66.9,27,Yes,Free,5.2,32.5,4.5
USR0978,18,Male,Student,UK,5.7,3.8,9.1,6.2,21.2,23.7,6,6,5.0,4.0,69.7,16,No,Free,4.1,84.3,5.5
USR0979,18,Non-Binary,Freelancer,UK,6.0,4.1,9.0,5.9,11.8,29.3,7,10,17.5,12.6,83.9,36,No,Premium,4.8,79.4,5.7
USR0980,39,Female,Student,USA,9.5,8.7,6.4,6.2,27.3,4.0,2,9,15.7,21.5,79.1,14,No,Free,4.2,70.0,3.8
USR0981,39,Non-Binary,Working Professional,UK,9.0,7.3,7.2,7.0,22.2,17.5,6,13,17.6,10.0,85.9,88,Yes,Premium,3.4,59.3,5.4
USR0982,36,Female,Working Professional,India,5.6,5.2,10.0,4.4,27.6,9.0,3,11,23.5,18.7,79.4,47,No,Premium,3.7,61.5,5.9
USR0983,22,Male,Working Professional,India,4.5,2.2,10.0,8.4,53.3,29.6,4,10,4.1,1.4,114.3,21,No,Free,8.2,80.7,5.4
USR0984,31,Female,Student,India,6.7,6.2,8.9,7.7,11.3,14.2,3,11,39.5,22.1,84.1,27,Yes,Premium,5.2,60.1,6.1
USR0985,31,Male,Freelancer,India,6.2,5.6,10.0,7.3,34.7,6.0,2,5,41.1,6.4,78.4,12,No,Free,5.2,82.4,6.6
USR0986,20,Male,Homemaker,USA,4.1,2.7,10.0,7.3,12.0,12.3,7,12,32.3,10.4,79.4,36,Yes,Premium,5.0,67.2,6.6
USR0987,47,Male,Student,Germany,5.7,5.5,7.1,8.5,7.5,7.4,1,13,10.6,9.3,49.2,18,Yes,Free,5.8,62.3,4.3
USR0988,40,Male,Student,Canada,10.0,9.1,7.1,5.7,28.6,3.5,4,14,113.9,12.7,123.6,23,No,Free,3.1,78.9,4.7
USR0989,29,Male,Student,Australia,6.4,4.3,10.0,7.0,45.5,13.6,3,12,15.4,14.3,99.8,63,No,Premium,4.6,85.8,6.7
USR0990,32,Male,Retired,USA,5.5,3.3,9.7,7.3,20.6,27.3,5,7,22.3,31.8,89.1,101,Yes,Premium,6.6,79.6,7.3
USR0991,34,Female,Working Professional,USA,10.0,8.0,6.2,6.1,13.5,21.6,2,10,6.5,7.0,66.8,15,No,Free,3.2,71.4,4.2
USR0992,18,Male,Working Professional,USA,6.5,5.2,9.3,6.5,18.5,4.4,4,4,8.8,20.8,50.4,12,No,Free,6.1,43.3,3.8
USR0993,29,Male,Student,India,5.5,4.9,7.4,4.8,26.8,7.6,3,9,5.2,13.0,68.1,36,Yes,Free,4.0,71.4,4.6
USR0994,25,Female,Freelancer,India,4.9,3.7,8.8,6.7,1.9,24.8,5,4,6.1,30.5,69.6,19,No,Free,5.3,74.4,4.2
USR0995,21,Male,Retired,UK,6.4,5.8,8.8,6.6,24.9,0.6,6,9,6.0,11.9,57.8,11,Yes,Free,4.5,65.5,4.3
USR0996,29,Male,Homemaker,Singapore,5.3,3.9,8.6,6.2,9.8,26.4,4,3,14.1,3.1,61.7,10,No,Free,4.9,67.0,5.0
USR0997,49,Female,Freelancer,India,5.8,5.2,8.6,7.6,9.0,3.0,5,11,9.9,25.9,56.3,12,No,Free,5.1,65.6,5.3
USR0998,38,Male,Student,India,6.9,6.3,8.2,7.3,8.3,13.6,7,7,20.4,22.9,62.5,6,Yes,Free,4.6,56.8,4.5
USR0999,26,Male,Student,Australia,10.0,9.9,5.9,6.7,10.7,10.5,2,4,14.4,53.8,75.0,64,Yes,Free,3.2,89.3,5.3
USR1000,37,Female,Student,India,8.1,6.2,8.0,6.0,43.5,9.7,4,8,4.1,1.5,73.3,19,No,Free,4.1,61.7,3.7
USR1001,45,Male,Working Professional,Germany,5.6,4.1,8.5,4.8,11.9,23.5,6,6,33.2,13.4,82.7,10,Yes,Free,4.3,45.4,3.5
USR1002,41,Female,Student,Canada,6.7,3.6,9.7,6.6,55.9,9.3,5,8,27.8,20.1,107.3,29,Yes,Premium,5.3,89.3,6.8
USR1003,32,Female,Working Professional,Singapore,8.2,7.4,6.0,6.8,3.0,5.1,7,6,3.3,16.7,43.8,12,Yes,Free,3.9,49.6,3.7
USR1004,25,Male,Working Professional,USA,8.6,8.6,8.2,7.0,29.3,17.3,8,8,18.7,68.8,110.5,42,Yes,Premium,4.3,78.9,5.7
USR1005,38,Female,Entrepreneur,Canada,4.6,2.6,10.0,6.6,35.1,28.0,5,11,46.9,21.4,119.6,51,Yes,Premium,6.2,82.3,6.6
USR1006,35,Female,Freelancer,USA,3.9,2.0,10.0,9.1,27.1,10.9,3,14,39.3,27.4,102.9,33,Yes,Premium,7.4,70.1,7.1
USR1007,40,Male,Homemaker,UK,6.7,5.1,7.8,8.8,24.0,27.5,4,12,29.1,16.4,94.4,88,Yes,Premium,6.4,62.9,5.3
USR1008,38,Female,Freelancer,USA,5.0,4.1,9.1,6.1,22.5,14.1,6,8,22.3,15.3,72.0,51,Yes,Premium,6.0,63.1,6.0
USR1009,42,Male,Student,India,5.8,4.3,8.9,7.6,29.6,2.5,4,9,12.3,6.1,67.2,42,Yes,Free,5.9,78.1,5.1
USR1010,26,Female,Freelancer,USA,6.3,4.4,8.5,8.5,25.9,17.1,5,9,20.2,0.6,82.8,16,No,Free,6.0,62.7,4.1
USR1011,45,Male,Working Professional,USA,8.2,8.6,7.4,6.8,12.0,9.1,6,12,57.3,15.0,82.3,33,No,Premium,3.4,60.7,5.3
USR1012,33,Female,Freelancer,Germany,5.6,4.6,7.8,7.2,28.3,8.7,4,9,16.2,2.8,76.4,23,No,Free,4.5,60.1,5.4
USR1013,52,Male,Working Professional,Australia,4.1,3.9,8.1,4.5,18.0,8.8,4,13,21.5,19.2,74.6,34,Yes,Premium,4.9,66.6,5.8
USR1014,25,Female,Entrepreneur,Canada,6.2,5.5,8.8,6.6,4.4,5.3,6,7,0.9,9.3,36.2,10,Yes,Free,4.5,50.2,5.1
USR1015,49,Male,Working Professional,India,5.3,4.4,10.0,6.0,40.6,19.0,3,14,18.9,31.7,116.9,145,No,Premium,5.0,100.0,7.0
USR1016,33,Male,Working Professional,Canada,7.8,7.8,6.6,6.3,8.5,9.7,1,11,21.0,10.5,68.1,45,Yes,Free,3.7,45.8,4.3
USR1017,25,Female,Entrepreneur,USA,10.0,9.0,5.9,6.3,24.8,6.2,7,7,3.5,9.3,62.3,12,No,Free,3.5,52.1,4.0
USR1018,27,Female,Student,UAE,7.4,6.4,8.2,6.3,4.6,6.7,3,11,13.1,4.0,45.3,49,Yes,Free,3.8,42.2,4.4
USR1019,28,Female,Freelancer,UAE,6.7,5.6,8.1,6.3,10.1,11.1,5,10,39.0,38.7,97.2,42,Yes,Premium,4.7,72.0,6.2
USR1020,36,Female,Freelancer,India,7.2,6.4,7.6,5.3,20.3,15.3,3,9,22.4,11.4,75.7,23,Yes,Premium,3.1,49.9,5.9
USR1021,37,Female,Homemaker,Germany,8.0,6.9,8.0,4.6,1.6,36.8,2,4,22.1,60.5,95.8,18,No,Free,4.0,43.5,4.1
USR1022,26,Female,Entrepreneur,India,6.1,4.6,9.3,7.9,31.1,30.8,3,10,32.4,19.7,114.6,27,Yes,Premium,6.7,80.1,5.9
USR1023,31,Male,Entrepreneur,USA,6.9,6.4,6.7,8.4,4.8,1.9,1,9,11.6,3.1,35.4,5,Yes,Free,4.0,63.4,4.6
USR1024,53,Female,Student,USA,8.4,8.2,5.0,6.7,8.8,0.4,2,10,45.5,6.6,67.2,11,No,Free,2.4,70.5,4.4
USR1025,49,Female,Homemaker,India,4.6,3.4,8.4,5.6,1.4,32.5,3,6,23.6,0.2,64.3,20,No,Free,5.1,56.1,4.4
USR1026,36,Non-Binary,Freelancer,Australia,3.7,3.5,8.9,7.7,5.1,9.0,2,5,8.9,2.7,40.6,14,No,Free,5.8,19.3,3.2
USR1027,32,Female,Freelancer,India,5.3,3.6,9.9,9.0,22.8,9.3,7,7,32.6,6.1,58.2,9,No,Free,5.7,64.1,5.6
USR1028,33,Male,Student,India,8.9,8.1,5.4,7.8,2.5,18.2,4,13,26.8,12.1,70.3,17,No,Free,3.4,67.1,3.7
USR1029,38,Male,Freelancer,UK,6.2,4.8,8.2,8.2,25.6,12.5,6,10,46.4,12.1,90.7,31,Yes,Premium,4.7,58.6,5.2
USR1030,21,Female,Entrepreneur,Canada,6.3,3.9,7.1,5.8,47.4,15.9,5,15,35.5,26.9,127.4,38,No,Premium,6.0,74.6,5.7
USR1031,29,Female,Entrepreneur,UAE,8.5,6.6,7.7,6.7,17.1,41.6,4,9,9.5,27.9,95.1,13,No,Free,4.8,72.0,4.6
USR1032,18,Female,Working Professional,Canada,7.8,6.7,6.2,8.0,25.0,13.4,4,14,8.6,12.7,79.1,27,Yes,Free,5.6,77.7,4.7
USR1033,35,Female,Student,Canada,5.8,5.7,7.5,5.2,1.7,2.0,7,9,21.2,5.3,41.4,5,Yes,Free,2.1,43.3,3.2
USR1034,38,Female,Working Professional,USA,6.7,6.5,6.5,6.0,4.3,1.7,4,5,2.8,1.9,24.1,12,No,Free,3.6,61.2,4.3
USR1035,27,Male,Homemaker,India,4.5,3.5,9.9,7.6,33.7,2.7,4,6,34.3,0.2,75.6,53,Yes,Free,6.3,76.6,5.9
USR1036,47,Female,Freelancer,India,6.2,5.3,8.1,8.2,18.8,17.5,1,5,9.3,19.7,68.6,18,Yes,Free,4.9,56.0,5.2
USR1037,19,Male,Working Professional,USA,8.0,6.5,7.0,6.9,25.3,12.2,3,7,34.9,24.9,91.1,36,No,Premium,4.9,72.7,5.4
USR1038,18,Male,Student,Canada,3.3,1.3,10.0,7.1,26.3,8.3,3,13,28.8,19.7,93.2,26,Yes,Premium,5.6,73.4,6.7
USR1039,34,Female,Working Professional,USA,5.5,4.1,9.2,7.3,8.0,34.6,5,6,14.7,1.6,75.0,26,No,Free,5.1,81.6,6.0
USR1040,42,Female,Working Professional,Australia,9.5,9.1,6.3,6.0,0.7,2.2,6,12,26.8,3.5,44.1,60,Yes,Free,2.8,71.7,5.6
USR1041,48,Male,Entrepreneur,USA,6.5,5.3,5.4,5.8,23.0,0.1,3,4,19.7,25.3,59.6,13,No,Free,3.9,46.5,3.0
USR1042,27,Male,Freelancer,India,8.5,7.8,9.3,6.3,27.0,11.2,8,9,20.8,19.8,90.0,34,Yes,Premium,4.6,77.7,5.6
USR1043,42,Non-Binary,Working Professional,India,5.1,4.5,9.1,6.0,9.6,3.2,7,8,1.5,49.4,55.7,23,Yes,Free,4.3,58.7,4.4
USR1044,31,Male,Working Professional,Germany,6.2,4.9,9.3,7.8,34.5,6.6,2,12,36.7,90.0,130.3,15,No,Free,6.2,68.0,4.6
USR1045,30,Female,Student,Canada,7.3,6.1,7.2,7.6,16.1,38.4,5,12,58.2,34.2,127.9,88,Yes,Premium,5.6,76.9,6.0
USR1046,40,Female,Entrepreneur,UAE,6.5,6.7,6.3,6.4,5.2,25.4,3,5,3.6,4.5,47.9,17,No,Free,3.7,58.6,3.3
USR1047,38,Female,Working Professional,India,8.9,7.6,6.6,6.7,30.9,7.3,2,6,7.4,3.9,63.4,9,No,Free,4.3,62.0,3.9
USR1048,18,Female,Working Professional,Singapore,6.8,5.4,9.6,7.8,23.9,6.3,2,8,6.6,4.4,63.8,15,No,Free,4.7,52.7,5.1
USR1049,46,Male,Working Professional,India,8.1,7.7,6.2,5.9,10.9,9.7,1,7,55.4,64.9,91.7,19,No,Free,4.0,54.8,3.2
USR1050,45,Female,Freelancer,India,4.4,3.6,8.4,7.2,2.1,3.3,2,5,4.6,6.1,25.7,11,No,Free,5.6,56.0,4.0
USR1051,25,Male,Freelancer,Singapore,6.4,5.6,9.2,7.8,3.6,0.6,4,9,3.6,18.4,39.3,28,Yes,Free,3.7,49.5,5.2
USR1052,35,Female,Freelancer,India,5.5,5.0,7.6,7.6,16.0,33.6,1,8,4.0,47.9,105.4,19,No,Free,5.8,56.9,3.5
USR1053,36,Male,Working Professional,Canada,5.5,5.6,7.9,4.5,7.3,2.5,5,11,26.2,25.7,54.8,13,No,Free,3.9,55.9,4.3
USR1054,34,Female,Working Professional,India,7.7,6.4,7.0,6.2,37.2,10.7,5,9,58.8,23.7,117.0,34,Yes,Premium,5.0,77.1,5.8
USR1055,26,Male,Student,UK,9.0,7.5,9.0,5.8,44.9,7.7,3,12,10.0,2.8,86.2,39,Yes,Free,4.1,66.9,6.4
USR1056,25,Male,Freelancer,UAE,5.1,3.4,8.5,4.3,24.6,8.1,3,8,2.9,2.9,58.4,13,No,Free,5.7,57.1,3.3
USR1057,31,Male,Student,USA,7.6,6.2,7.7,7.9,17.1,8.2,6,11,32.6,20.2,84.3,24,Yes,Premium,4.9,51.7,4.1
USR1058,43,Male,Working Professional,Canada,6.7,6.1,5.1,7.4,33.3,9.9,2,8,19.7,55.5,102.1,34,No,Premium,4.3,70.0,4.8
USR1059,37,Female,Retired,India,6.2,4.9,8.3,4.0,16.5,13.7,6,14,16.3,45.2,91.8,31,Yes,Premium,4.1,61.8,5.2
USR1060,28,Male,Retired,UK,7.3,6.2,7.5,6.7,2.7,13.8,6,8,43.5,2.7,62.3,54,Yes,Free,4.7,74.3,4.0
USR1061,39,Female,Working Professional,USA,9.2,8.8,5.7,6.0,0.5,3.1,4,4,40.9,5.1,43.6,17,No,Free,3.1,54.7,3.4
USR1062,18,Non-Binary,Working Professional,India,8.9,8.2,5.2,8.2,17.3,14.6,3,10,89.5,23.3,107.9,31,No,Premium,4.6,68.2,4.2
USR1063,43,Female,Student,USA,5.9,3.8,9.9,6.6,45.1,17.8,5,10,27.8,19.7,112.5,106,Yes,Premium,5.1,88.2,6.8
USR1064,18,Male,Freelancer,India,4.0,3.3,6.9,7.0,4.1,26.3,0,5,7.0,1.9,54.5,11,No,Free,4.6,60.5,3.9
USR1065,28,Male,Homemaker,UAE,3.0,1.0,9.1,6.9,13.5,12.7,7,9,44.4,16.9,72.3,51,No,Premium,5.5,50.6,4.9
USR1066,20,Female,Working Professional,USA,7.9,6.1,8.1,5.9,52.5,1.7,3,9,4.0,46.4,107.2,32,Yes,Free,3.4,74.9,4.8
USR1067,19,Male,Working Professional,India,6.2,5.9,8.6,5.7,10.4,16.1,4,11,20.6,55.4,95.6,37,Yes,Premium,4.8,57.3,6.1
USR1068,43,Male,Homemaker,USA,7.6,5.8,8.3,9.6,33.1,24.5,6,9,20.9,22.3,104.0,36,Yes,Premium,6.3,88.6,7.2
USR1069,27,Female,Retired,USA,4.4,4.5,8.9,7.0,15.8,9.4,6,11,75.6,25.1,95.3,66,No,Premium,4.8,54.2,5.4
USR1070,35,Female,Working Professional,Australia,7.7,6.3,7.3,7.1,10.6,14.6,8,12,41.2,13.8,77.5,36,Yes,Premium,3.7,68.2,5.4
USR1071,31,Female,Working Professional,Singapore,4.3,2.2,9.8,8.2,47.5,8.2,5,8,17.9,30.3,90.2,33,Yes,Premium,6.1,90.6,7.0
USR1072,36,Male,Student,USA,7.8,7.3,7.3,8.5,2.3,0.4,2,9,1.9,0.8,25.8,11,No,Free,4.3,45.1,3.3
USR1073,32,Female,Student,Germany,7.6,6.7,7.9,8.6,12.0,7.9,0,15,37.0,3.7,68.2,13,No,Free,4.7,49.4,3.6
USR1074,19,Male,Entrepreneur,UK,5.4,5.3,8.6,5.2,4.8,4.2,3,6,32.4,0.1,43.9,15,No,Free,3.7,53.2,4.7
USR1075,41,Male,Homemaker,India,6.3,5.5,8.1,7.1,1.0,22.4,3,7,22.2,7.3,63.7,9,No,Free,4.0,51.2,4.0
USR1076,27,Female,Homemaker,Canada,9.1,9.1,6.5,6.6,10.8,19.1,6,10,19.4,38.5,81.3,24,Yes,Premium,3.7,67.3,4.8
USR1077,18,Male,Student,USA,8.0,7.8,5.3,8.5,1.8,7.3,3,11,13.1,60.7,74.6,23,Yes,Free,4.9,61.7,3.2
USR1078,27,Male,Homemaker,Canada,9.5,8.7,5.6,7.7,1.1,6.3,4,7,18.5,16.5,45.0,17,No,Free,3.5,54.1,3.1
USR1079,47,Male,Working Professional,UAE,7.2,5.8,7.1,4.9,21.4,8.3,1,9,53.8,20.5,85.8,12,Yes,Free,4.2,56.4,4.1
USR1080,40,Female,Working Professional,USA,7.9,7.9,6.7,4.4,20.0,8.5,2,9,18.7,14.6,75.7,25,Yes,Premium,2.9,66.7,4.7
USR1081,28,Female,Working Professional,UAE,6.3,5.5,8.3,8.5,6.3,26.8,3,12,14.5,11.0,78.0,11,No,Free,5.2,72.8,4.9
USR1082,28,Female,Student,Australia,7.4,6.5,6.8,7.1,8.1,60.0,2,14,3.4,20.0,105.3,18,No,Free,5.5,61.1,4.6
USR1083,28,Female,Homemaker,USA,4.5,3.1,7.5,6.6,39.7,2.4,3,9,11.7,10.3,78.8,20,Yes,Free,5.3,86.8,5.3
USR1084,52,Male,Working Professional,UK,8.4,6.6,9.0,6.8,46.2,9.5,4,9,19.5,11.4,93.6,29,Yes,Premium,4.5,69.8,5.5
USR1085,35,Female,Student,USA,5.8,5.7,7.1,5.8,18.9,1.9,3,7,36.2,20.3,72.1,35,Yes,Free,4.6,62.5,5.0
USR1086,36,Male,Student,Singapore,9.5,7.7,6.8,7.4,42.4,21.0,5,9,20.9,13.7,97.5,29,No,Premium,4.0,81.9,5.5
USR1087,42,Male,Student,Canada,5.0,4.7,8.3,7.7,5.8,13.0,0,7,10.8,1.5,43.7,7,Yes,Free,5.1,52.1,4.8
USR1088,34,Female,Student,India,6.5,5.6,7.0,6.8,7.2,22.6,1,9,10.5,9.8,65.2,111,No,Free,4.1,47.3,4.7
USR1089,29,Female,Working Professional,USA,6.6,5.6,8.1,8.0,24.3,24.7,4,9,55.2,11.2,100.3,37,No,Premium,6.4,57.6,5.2
USR1090,30,Male,Homemaker,UK,4.3,3.5,9.2,7.3,14.7,7.2,4,6,28.4,14.9,63.8,10,No,Free,5.8,53.2,4.4
USR1091,31,Male,Student,India,7.4,6.4,7.4,7.8,9.9,11.4,3,5,1.2,15.3,45.4,50,Yes,Free,5.3,52.0,4.7
USR1092,31,Male,Student,India,6.2,6.7,6.6,6.9,7.7,14.0,0,5,1.4,4.4,42.3,9,No,Free,4.3,54.8,3.9
USR1093,39,Male,Working Professional,USA,9.1,6.6,8.6,6.9,64.2,8.6,5,6,16.0,50.1,129.9,65,No,Free,5.6,100.0,6.7
USR1094,32,Female,Homemaker,USA,4.8,3.3,10.0,5.6,25.8,7.7,3,12,11.2,26.1,93.7,12,No,Free,5.0,41.0,4.8
USR1095,39,Female,Working Professional,USA,7.6,7.6,7.6,8.6,8.6,12.4,2,4,6.4,1.7,41.4,41,No,Free,4.3,44.2,4.5
USR1096,31,Female,Working Professional,India,6.9,6.4,8.2,7.2,19.5,9.8,2,9,31.5,20.7,78.0,12,No,Free,5.4,52.1,5.4
USR1097,32,Female,Working Professional,India,6.7,5.9,7.7,6.2,4.7,12.4,2,6,2.8,6.5,50.4,61,Yes,Free,4.4,44.5,6.0
USR1098,18,Male,Working Professional,Canada,7.1,6.2,8.8,5.7,11.6,19.4,3,8,88.0,30.8,118.1,44,Yes,Premium,3.6,57.7,5.3
USR1099,41,Female,Student,USA,8.1,7.4,7.6,8.2,16.5,23.2,2,14,15.5,34.2,104.4,30,No,Premium,4.1,53.1,4.6
USR1100,35,Female,Freelancer,India,3.2,2.6,10.0,6.8,7.7,12.4,5,6,2.5,2.5,42.8,42,Yes,Free,4.8,64.7,5.0
USR1101,41,Female,Freelancer,USA,6.1,6.1,8.6,9.0,0.3,8.8,5,1,7.5,16.3,36.6,14,Yes,Free,5.0,79.3,6.0
USR1102,18,Non-Binary,Working Professional,UK,5.8,4.8,8.7,4.5,25.3,13.7,0,9,14.2,29.8,84.7,35,Yes,Free,3.8,52.2,4.5
USR1103,52,Female,Freelancer,India,4.9,4.9,8.3,6.8,6.7,7.2,1,8,4.9,5.9,41.6,25,No,Free,5.0,62.5,4.9
USR1104,30,Male,Freelancer,India,6.4,5.7,7.4,5.1,13.0,3.3,2,9,26.7,1.3,54.4,30,No,Free,3.8,80.3,4.5
USR1105,43,Female,Working Professional,India,8.7,8.2,7.7,5.5,1.2,0.0,2,9,8.8,0.4,31.4,12,Yes,Free,2.6,38.6,3.7
USR1106,21,Male,Working Professional,Germany,9.3,9.3,5.8,6.1,2.9,9.9,4,10,0.8,1.7,39.4,60,Yes,Free,2.9,78.5,4.2
USR1107,38,Male,Student,Australia,6.1,4.9,7.6,7.2,33.1,10.7,2,7,42.0,0.1,92.3,26,No,Free,5.2,57.1,5.0
USR1108,21,Male,Student,Australia,2.7,1.5,10.0,7.4,14.1,42.9,5,7,57.6,5.9,112.1,13,No,Free,6.5,81.5,6.6
USR1109,25,Male,Freelancer,Canada,6.1,4.5,9.3,7.2,55.0,13.4,5,12,34.3,15.3,122.2,29,No,Premium,6.1,74.3,6.4
USR1110,51,Female,Retired,Canada,3.3,1.0,10.0,5.9,90.0,6.0,2,7,32.9,1.8,134.7,40,No,Free,6.7,75.6,5.5
USR1111,30,Female,Entrepreneur,USA,7.7,6.9,6.8,4.1,17.0,10.7,6,13,17.6,25.8,76.8,61,Yes,Premium,2.5,77.6,6.2
USR1112,34,Female,Freelancer,UK,4.7,4.9,8.5,6.0,15.3,8.9,6,14,21.3,82.3,101.6,49,Yes,Premium,4.8,69.8,6.1
USR1113,40,Female,Student,India,7.5,6.1,7.9,6.3,29.3,17.8,2,8,7.9,34.7,95.4,16,No,Free,4.2,64.2,5.3
USR1114,36,Female,Student,UK,5.7,2.3,9.6,8.5,90.0,3.4,0,9,64.8,4.4,156.5,21,No,Free,8.2,72.0,5.8
USR1115,33,Male,Homemaker,Australia,4.3,3.8,8.6,6.3,14.9,11.3,5,9,14.4,22.0,62.4,23,Yes,Free,4.8,74.2,4.7
USR1116,35,Male,Working Professional,USA,5.3,3.4,9.8,6.4,23.8,14.0,2,6,0.1,41.4,72.1,12,No,Free,5.1,71.5,5.9
USR1117,56,Female,Freelancer,USA,6.6,5.1,6.2,6.9,22.8,7.6,3,9,9.6,35.5,80.0,18,Yes,Free,4.4,42.1,3.4
USR1118,31,Female,Homemaker,India,4.0,2.7,9.0,8.8,16.6,33.1,2,13,15.2,42.4,106.4,45,Yes,Premium,6.5,68.3,6.7
USR1119,34,Female,Freelancer,UK,6.8,6.0,7.8,8.0,12.8,7.0,5,9,5.4,23.2,52.7,12,No,Free,5.0,63.0,3.6
USR1120,42,Male,Homemaker,Canada,8.7,7.8,7.5,10.0,26.9,4.0,3,12,12.1,5.2,59.5,15,No,Free,4.9,49.6,4.3
USR1121,43,Male,Student,UAE,9.5,8.8,6.5,4.9,27.5,35.2,5,18,22.8,11.3,114.4,35,Yes,Premium,3.9,85.6,5.5
USR1122,43,Female,Freelancer,USA,3.6,2.5,8.9,7.1,10.3,31.7,3,14,15.7,20.0,91.5,36,Yes,Premium,5.4,88.0,6.5
USR1123,38,Male,Retired,Australia,4.0,3.2,9.6,6.5,6.2,2.2,6,8,2.5,0.8,30.6,25,No,Free,5.3,66.3,4.9
USR1124,20,Male,Working Professional,UK,7.7,6.6,7.3,4.5,12.3,8.3,4,8,31.0,90.0,96.5,55,Yes,Premium,3.3,78.0,6.2
